file_path,line,function,method,route,auth_control,has_auth_control,review_flag
api/modules/email_integration/disconnect_gmail.py,9,disconnect_gmail,POST,/disconnect_gmail,auth_client_ownership,yes,
api/routes/embed.py,31,serve_embed_css,GET,/embed-floating.css,public_or_webhook_entrypoint,yes,
api/routes/embed.py,23,serve_embed_js,GET,/embed-floating.js,public_or_webhook_entrypoint,yes,
api/public/embed.py,6,serve_embed_js,GET,/embed.js,public_or_webhook_entrypoint,yes,
api/modules/assistant_rag/get_client_by_email.py,11,get_client_by_email,GET,/get_client_by_email,internal_token,yes,
api/get_whatsapp_config.py,8,get_whatsapp_config,GET,/get_whatsapp_config,auth_client_ownership,yes,
api/modules/email_integration/gmail_oauth.py,93,authorize,GET,/gmail_oauth/authorize,auth_client_ownership,yes,
api/modules/email_integration/gmail_oauth.py,144,oauth_callback,GET,/gmail_oauth/callback,oauth_callback_handshake,yes,
api/modules/email_integration/gmail_oauth.py,316,send_reply,POST,/gmail_oauth/send_reply,auth_client_ownership,yes,
api/modules/email_integration/gmail_oauth.py,362,smoke,GET,/gmail_oauth/smoke,auth_client_ownership,yes,
api/modules/email_integration/gmail_poll.py,146,check_new_emails,POST,/gmail_poll/check,internal_token,yes,
api/modules/email_integration/gmail_webhook.py,61,gmail_webhook,POST,/gmail_webhook,webhook_signature,yes,
api/history_api.py,12,get_history,GET,/history,auth_client_ownership,yes,
api/initialize_user.py,73,initialize_user,POST,/initialize_user,auth_user,yes,
api/user_flags.py,32,is_new_user_flag,GET,/is_new_user_flag,auth_user,yes,
api/link_whatsapp.py,80,link_whatsapp,POST,/link_whatsapp,auth_user,yes,
api/list_chunks_api.py,13,list_chunks,GET,/list_chunks,auth_client_ownership,yes,
api/list_files_api.py,11,list_files,GET,/list_files,auth_client_ownership,yes,
api/appointments/routes_log_usage.py,16,make_log_usage,POST,/make_log_usage,auth_client_ownership,yes,
api/appointments/routes_register.py,20,make_register_appointment,POST,/make_register,auth_client_ownership,yes,
api/appointments/routes_update_status.py,18,make_update_status,PATCH,/make_update_status,auth_client_ownership,yes,
api/appointments/get_templates.py,58,get_message_templates,GET,/message_templates,auth_client_ownership,yes,
api/appointments/message_templates.py,435,get_message_templates,GET,/message_templates,auth_client_ownership,yes,
api/appointments/message_templates.py,168,create_message_template,POST,/message_templates,auth_client_ownership,yes,
api/appointments/message_templates.py,103,upload_footer_image,POST,/message_templates/footer_image,auth_client_ownership,yes,
api/appointments/message_templates.py,304,get_template_types,GET,/message_templates/types,auth_user,yes,
api/appointments/message_templates.py,400,delete_message_template,DELETE,/message_templates/{template_id},auth_client_ownership,yes,
api/appointments/message_templates.py,331,update_message_template,PUT,/message_templates/{template_id},auth_client_ownership,yes,
api/templates/meta_approved_templates.py,35,get_meta_approved_templates,GET,/meta_approved_templates,public_or_webhook_entrypoint,yes,
api/routes/onboarding.py,135,get_profile,GET,/profile/{client_id},auth_client_ownership,yes,
api/reactivate_subscription.py,16,reactivate_subscription,POST,/reactivate-subscription,auth_client_ownership,yes,
api/register_consent.py,28,register_consent,POST,/register_consent,public_or_webhook_entrypoint,yes,
api/routes/register_email_channel.py,11,register_email_channel,POST,/register_email_channel,auth_client_ownership,yes,
api/appointments/routes_execute_reminders.py,210,execute_pending_reminders,POST,/reminders/execute,internal_token,yes,
api/routes/reset.py,14,reset_subscriptions,POST,/reset_subscriptions,internal_token,yes,
api/client_profile_api.py,19,save_client_profile,POST,/save_client_profile,auth_client_ownership,yes,
api/modules/whatsapp/send_reminder.py,13,send_whatsapp_reminder,POST,/send_reminder,internal_token,yes,
api/terms_api.py,127,should_show_welcome,GET,/should_show_welcome,auth_client_ownership,yes,
api/stripe_webhook.py,21,stripe_webhook,POST,/stripe,webhook_signature,yes,
api/twilio_webhook.py,18,twilio_webhook,POST,/twilio-webhook,webhook_signature,yes,
api/link_whatsapp.py,159,unlink_whatsapp,POST,/unlink_whatsapp,auth_user,yes,
api/upload_document.py,35,upload_document,POST,/upload_document,auth_client_ownership,yes,
api/meta_webhook.py,48,verify_webhook,GET,/webhooks/meta,public_or_webhook_entrypoint,yes,
api/meta_webhook.py,59,receive_whatsapp_message,POST,/webhooks/meta,webhook_signature,yes,
api/link_whatsapp.py,205,whatsapp_status,GET,/whatsapp_status,auth_user,yes,
api/routes/embed.py,12,serve_widget,GET,/widget.html,public_or_webhook_entrypoint,yes,
api/chat_widget_api.py,331,get_widget_calendar_availability,GET,/widget/calendar/availability,public_or_webhook_entrypoint,yes,
api/chat_widget_api.py,494,book_widget_calendar,POST,/widget/calendar/book,public_or_webhook_entrypoint,yes,
api/chat_widget_api.py,476,get_widget_calendar_visibility,GET,/widget/calendar/visibility,public_or_webhook_entrypoint,yes,
